id;default;idade;sexo;dependentes;escolaridade;estado_civil;salario_anual;cant_bienes
814833408;0;56;M;2;doutorado;casado;60.000;3
719182308;0;38;F;2;ensino medio;solteiro;40.000;6
818497758;0;54;F;3;mestrado;casado;40.000;4
719518308;0;48;M;2;na;na;70.000;5
709991883;1;53;M;1;mestrado;casado;70.000;2
770901258;0;30;F;1;mestrado;casado;40.000;3
711499158;0;47;M;2;sem educacao formal;casado;70.000;4
720445533;0;60;F;1;graduacao;casado;40.000;4
809951133;1;54;M;3;graduacao;solteiro;120.000;3
714657108;0;37;F;2;sem educacao formal;casado;40.000;5
789048858;0;32;F;1;doutorado;casado;40.000;5
771816408;0;44;F;4;sem educacao formal;casado;40.000;5
798158808;0;53;F;1;graduacao;solteiro;50.000;5
787685658;0;43;M;2;ensino medio;divorciado;70.000;4
720141408;1;49;F;2;mestrado;solteiro;40.000;5
788699808;0;38;F;4;na;solteiro;50.000;4
708216108;0;56;F;1;graduacao;casado;50.000;5
715074258;0;26;F;0;mestrado;solteiro;50.000;5
771653583;0;58;M;1;ensino medio;casado;60.000;3
717374358;0;33;M;1;na;casado;60.000;3
720836808;0;35;M;3;ensino medio;solteiro;70.000;4
818701383;0;37;M;3;ensino medio;casado;60.000;6
717277833;0;27;F;1;mestrado;solteiro;50.000;6
778137108;0;43;M;4;ensino medio;solteiro;70.000;6
720973833;0;49;M;2;mestrado;divorciado;60.000;5
768490458;1;49;M;2;sem educacao formal;casado;70.000;1
751487358;0;39;F;3;mestrado;casado;40.000;5
712742808;0;41;F;3;sem educacao formal;casado;40.000;5
712820208;0;32;F;0;ensino medio;divorciado;40.000;5
794649858;0;58;F;1;sem educacao formal;casado;40.000;3
755262933;0;56;M;2;doutorado;casado;60.000;5
709541433;0;37;M;2;mestrado;casado;40.000;3
820622433;0;39;M;1;ensino medio;casado;120.000;4
712586583;0;26;F;0;mestrado;solteiro;50.000;6
709816158;0;31;F;1;na;solteiro;50.000;4
712196508;1;46;F;3;ensino medio;solteiro;50.000;4
767269908;0;36;M;2;graduacao;casado;120.000;6
710927733;0;39;M;1;na;casado;70.000;6
711310908;0;53;F;4;graduacao;casado;40.000;4
788862333;0;38;F;3;sem educacao formal;casado;40.000;6
713194608;0;37;M;2;mestrado;casado;40.000;6
793550958;0;47;F;2;mestrado;casado;40.000;5
712607583;0;56;M;1;graduacao;divorciado;70.000;3
713921058;0;55;F;3;ensino medio;casado;40.000;6
709183683;0;31;F;0;sem educacao formal;solteiro;40.000;4
713407458;0;62;F;0;mestrado;solteiro;50.000;5
715241583;0;34;M;3;ensino medio;casado;120.000;3
710475408;0;33;M;3;ensino medio;casado;60.000;5
708971583;0;38;F;2;sem educacao formal;solteiro;40.000;3
714547458;0;65;M;0;mestrado;casado;50.000;3
827631483;0;57;M;1;ensino medio;casado;70.000;3
711159108;1;58;F;0;ensino medio;casado;40.000;3
789262683;0;60;M;1;na;divorciado;50.000;4
712940508;0;39;M;3;na;solteiro;50.000;3
789733008;0;39;F;2;ensino medio;casado;50.000;6
714703158;0;39;F;2;ensino medio;casado;40.000;6
710255208;0;60;M;0;sem educacao formal;casado;40.000;4
779236083;0;37;F;3;ensino medio;casado;40.000;5
713438358;0;41;F;4;mestrado;casado;50.000;3
715973583;0;56;M;3;sem educacao formal;casado;120.000;6
794113758;0;60;M;0;ensino medio;casado;60.000;6
709452633;0;56;F;4;ensino medio;solteiro;40.000;3
788210583;0;62;M;0;graduacao;casado;50.000;3
717784983;0;41;F;2;sem educacao formal;casado;40.000;3
786557358;0;44;F;1;na;casado;40.000;5
768460908;0;59;M;1;mestrado;solteiro;50.000;3
718899708;0;55;F;1;graduacao;casado;50.000;6
714697533;0;26;M;1;ensino medio;solteiro;60.000;6
713206683;1;40;M;4;mestrado;solteiro;70.000;3
708679383;0;44;F;2;na;na;40.000;5
713067033;0;37;M;2;sem educacao formal;solteiro;50.000;5
789314133;0;37;M;1;ensino medio;casado;60.000;6
713956308;0;65;F;0;mestrado;casado;40.000;4
711595833;0;46;M;3;graduacao;casado;60.000;5
779521533;0;53;M;2;ensino medio;casado;120.000;5
715225458;0;56;F;1;sem educacao formal;casado;40.000;6
716487408;0;48;M;3;mestrado;casado;50.000;3
719338383;0;34;M;2;ensino medio;casado;120.000;3
710523333;0;65;M;0;mestrado;casado;40.000;6
787489083;0;55;M;4;doutorado;casado;70.000;6
720747633;0;32;M;1;na;casado;50.000;3
779480658;0;58;F;4;mestrado;casado;50.000;3
711498258;0;54;M;3;ensino medio;casado;120.000;6
709316433;0;52;M;2;ensino medio;solteiro;60.000;6
778734108;0;36;M;3;sem educacao formal;casado;60.000;4
778388358;1;56;M;3;mestrado;solteiro;60.000;2
716773533;0;33;M;3;mestrado;casado;60.000;5
822130683;0;61;M;0;mestrado;casado;70.000;4
717268458;0;61;M;0;mestrado;casado;60.000;4
827888433;0;43;M;4;sem educacao formal;solteiro;50.000;5
716522583;0;48;F;3;graduacao;divorciado;40.000;4
789415983;0;36;M;3;mestrado;casado;60.000;4
719819958;0;34;M;2;sem educacao formal;casado;50.000;5
769579608;0;53;F;1;mestrado;solteiro;40.000;3
772353408;0;43;F;5;na;solteiro;50.000;4
716615583;0;61;F;1;ensino medio;casado;40.000;3
781131483;0;55;M;2;ensino medio;casado;70.000;3
719101908;0;51;F;1;mestrado;casado;50.000;4
720521808;0;38;M;1;mestrado;solteiro;70.000;6
718136283;0;52;M;2;sem educacao formal;solteiro;70.000;3
778855383;0;36;F;5;ensino medio;casado;40.000;3
779722308;1;45;F;3;ensino medio;casado;50.000;5
818926833;0;34;F;3;graduacao;casado;50.000;4
721217283;0;27;M;0;mestrado;solteiro;120.000;6
717167283;0;49;F;5;na;divorciado;40.000;4
713371233;0;43;F;1;mestrado;casado;40.000;5
778426608;0;52;M;4;mestrado;casado;70.000;4
713823033;1;31;F;2;na;casado;50.000;3
787515333;1;40;M;3;sem educacao formal;casado;70.000;3
710944608;0;39;M;3;mestrado;na;70.000;6
718444233;0;45;M;3;mestrado;casado;60.000;3
771099183;0;37;F;2;mestrado;solteiro;40.000;5
770241333;0;49;F;4;mestrado;divorciado;40.000;3
710819733;1;56;M;3;mestrado;casado;120.000;5
772155108;0;62;F;0;ensino medio;casado;40.000;6
798796233;0;37;F;3;ensino medio;casado;50.000;5
815472108;0;42;M;3;ensino medio;solteiro;50.000;3
769145733;0;36;M;3;mestrado;solteiro;60.000;3
783364233;0;59;M;0;mestrado;casado;50.000;3
772236108;0;40;F;1;mestrado;casado;50.000;5
715640358;0;43;M;3;ensino medio;solteiro;50.000;6
713529858;0;29;M;2;mestrado;divorciado;50.000;6
715684308;0;42;F;4;mestrado;casado;50.000;6
709451508;0;63;F;1;ensino medio;casado;50.000;6
709204158;0;36;F;2;doutorado;solteiro;40.000;5
713182458;0;53;M;4;ensino medio;casado;70.000;3
710624658;0;36;F;2;sem educacao formal;casado;40.000;4
716355783;0;36;M;3;na;casado;60.000;5
716793108;0;26;M;0;graduacao;solteiro;40.000;4
716162583;0;45;F;0;na;solteiro;40.000;6
714051033;0;55;F;0;mestrado;casado;40.000;6
715007583;0;61;F;0;na;na;50.000;4
719139558;0;26;M;0;sem educacao formal;solteiro;40.000;4
794632308;0;40;M;4;mestrado;casado;60.000;5
770662383;0;38;M;2;mestrado;solteiro;50.000;6
714787383;0;32;F;0;graduacao;casado;50.000;5
714700158;0;53;M;2;na;casado;60.000;3
710581758;0;52;F;2;mestrado;solteiro;50.000;6
720497958;0;29;M;1;mestrado;casado;70.000;5
720920058;0;38;M;2;mestrado;casado;60.000;3
710872233;0;27;M;0;na;solteiro;50.000;5
709855608;0;46;F;4;ensino medio;casado;40.000;3
815484783;0;57;M;0;sem educacao formal;solteiro;60.000;6
771602883;0;42;M;3;ensino medio;solteiro;70.000;4
755953308;0;62;F;0;doutorado;casado;50.000;6
758408883;0;37;F;1;mestrado;na;50.000;5
717940008;0;57;F;2;na;divorciado;50.000;5
720917808;0;35;M;2;ensino medio;solteiro;50.000;5
812801958;0;55;F;1;na;casado;40.000;5
714997683;0;56;F;4;mestrado;casado;50.000;5
709379283;0;39;M;2;mestrado;casado;60.000;3
711840408;0;64;M;0;graduacao;casado;40.000;5
785328408;0;37;F;4;mestrado;casado;40.000;5
719873808;0;34;M;1;graduacao;casado;60.000;3
715528983;0;46;M;5;sem educacao formal;divorciado;60.000;3
720254883;0;65;F;0;ensino medio;casado;50.000;6
811980858;0;36;M;0;mestrado;casado;60.000;5
711330408;0;35;F;2;graduacao;casado;50.000;4
718465458;0;49;M;1;na;solteiro;70.000;6
710616183;0;46;F;3;sem educacao formal;solteiro;50.000;5
714580158;0;26;M;0;doutorado;casado;50.000;6
710798883;0;52;M;3;mestrado;solteiro;60.000;4
720511608;0;38;F;0;mestrado;casado;50.000;5
708913233;0;37;M;1;ensino medio;casado;50.000;3
788038383;0;33;F;3;mestrado;casado;40.000;3
719905908;0;59;M;1;sem educacao formal;casado;60.000;4
807044958;0;34;M;3;ensino medio;casado;50.000;6
719514783;0;39;F;3;doutorado;na;50.000;6
787643658;0;59;M;0;mestrado;casado;60.000;6
779138883;0;50;M;1;mestrado;casado;60.000;6
708173433;0;26;F;1;na;solteiro;50.000;4
778401033;0;32;M;0;ensino medio;casado;60.000;3
818375733;1;51;F;2;graduacao;casado;50.000;3
711048783;0;41;M;4;doutorado;casado;70.000;3
721415658;0;39;F;1;mestrado;casado;50.000;3
717961458;0;49;F;2;sem educacao formal;solteiro;40.000;5
718563483;0;30;M;2;na;divorciado;120.000;3
717128283;0;40;F;3;ensino medio;na;40.000;5
718068933;0;36;F;3;sem educacao formal;solteiro;40.000;5
718623783;0;56;M;2;graduacao;casado;120.000;6
716565258;0;37;M;3;doutorado;solteiro;70.000;5
712505658;0;51;F;4;na;solteiro;40.000;3
792565908;0;36;F;2;sem educacao formal;solteiro;40.000;6
709267308;0;62;M;1;mestrado;casado;70.000;3
710035008;0;31;F;0;sem educacao formal;solteiro;40.000;3
790082508;0;42;M;4;ensino medio;solteiro;120.000;5
716866308;0;38;M;2;ensino medio;casado;60.000;6
709707033;1;45;M;3;mestrado;solteiro;60.000;2
718346658;0;50;F;2;mestrado;casado;40.000;3
824157858;0;58;M;3;mestrado;casado;70.000;4
709735008;0;35;M;2;ensino medio;casado;70.000;3
814593858;0;58;M;3;ensino medio;solteiro;120.000;4
718416858;0;42;M;5;mestrado;casado;60.000;3
710307933;0;32;F;0;graduacao;solteiro;40.000;3
715870758;0;35;M;4;mestrado;casado;120.000;4
713819283;0;51;M;1;sem educacao formal;casado;70.000;6
710424408;0;63;M;2;mestrado;casado;40.000;5
709493283;0;42;M;2;na;solteiro;120.000;5
712489158;0;36;F;0;sem educacao formal;solteiro;50.000;5
719013108;0;42;M;3;mestrado;divorciado;50.000;4
721178583;1;37;F;3;mestrado;na;50.000;2
717769008;0;38;M;2;mestrado;casado;70.000;5
709986633;0;29;M;1;ensino medio;casado;50.000;3
721062408;0;54;M;2;sem educacao formal;divorciado;50.000;4
771349458;0;33;M;2;mestrado;casado;50.000;4
780557658;0;63;F;0;sem educacao formal;casado;50.000;5
771441558;0;49;M;2;doutorado;casado;60.000;5
756409758;0;44;F;2;mestrado;casado;40.000;4
720009558;0;33;F;2;graduacao;solteiro;50.000;3
778885158;0;57;M;3;sem educacao formal;casado;70.000;5
715543908;0;52;F;3;sem educacao formal;casado;40.000;4
717591483;0;52;F;3;mestrado;solteiro;40.000;4
715042608;0;39;F;2;doutorado;casado;50.000;5
755959683;0;50;F;5;na;na;50.000;5
715367058;0;43;M;3;graduacao;na;60.000;5
714573258;0;36;M;2;doutorado;solteiro;60.000;4
712281183;0;55;M;4;mestrado;casado;120.000;4
717670758;0;30;F;1;mestrado;solteiro;40.000;5
720666333;0;36;M;3;na;casado;120.000;6
771556308;0;26;F;0;ensino medio;solteiro;40.000;6
708931908;0;48;M;3;ensino medio;solteiro;50.000;3
718894233;0;53;F;2;mestrado;casado;50.000;6
771544533;1;42;F;5;ensino medio;casado;50.000;3
708927108;1;53;M;2;mestrado;casado;120.000;1
717831783;0;58;F;2;sem educacao formal;casado;40.000;3
709288383;0;32;M;2;mestrado;divorciado;70.000;5
710813733;0;48;M;4;sem educacao formal;casado;60.000;5
721084833;0;48;M;5;ensino medio;casado;50.000;5
711258108;0;54;M;1;graduacao;casado;120.000;4
710149008;0;59;M;0;ensino medio;casado;40.000;6
711902058;0;35;M;2;mestrado;casado;60.000;3
716757033;0;37;M;4;doutorado;casado;50.000;5
712688433;0;36;M;3;ensino medio;divorciado;120.000;3
713203908;0;26;M;0;sem educacao formal;solteiro;50.000;4
711772008;1;35;F;3;mestrado;solteiro;40.000;1
708799983;1;40;M;1;doutorado;casado;60.000;6
778882758;0;55;F;2;na;casado;50.000;5
709157133;0;39;M;1;na;divorciado;70.000;6
741344808;0;39;F;2;mestrado;casado;40.000;4
739692933;0;46;F;2;na;solteiro;50.000;4
766429908;0;49;M;2;ensino medio;na;60.000;6
802087683;0;32;M;0;doutorado;casado;60.000;6
712491108;0;35;M;1;doutorado;casado;70.000;6
714767508;0;39;M;2;mestrado;casado;50.000;5
720376008;0;53;F;2;mestrado;casado;40.000;6
779126658;0;26;F;0;mestrado;solteiro;50.000;5
793222008;0;32;M;0;ensino medio;casado;60.000;5
720812433;0;54;M;2;graduacao;casado;120.000;6
717623583;0;36;F;3;ensino medio;casado;40.000;4
708878508;0;45;F;3;ensino medio;casado;40.000;4
710043408;0;49;M;3;mestrado;casado;70.000;4
789079758;0;44;M;4;doutorado;na;120.000;3
721311333;0;32;M;1;ensino medio;casado;50.000;3
710749458;0;64;F;0;doutorado;casado;40.000;4
778275783;0;37;F;2;na;na;40.000;5
799498158;0;31;M;1;doutorado;casado;60.000;5
716334258;0;49;F;3;sem educacao formal;divorciado;50.000;5
716075208;0;32;F;3;ensino medio;casado;40.000;4
780276258;0;53;M;2;ensino medio;casado;120.000;3
789282333;0;62;F;0;mestrado;casado;50.000;3
811571733;0;26;F;0;na;solteiro;50.000;4
709429533;0;49;F;5;mestrado;divorciado;50.000;6
715247508;0;30;F;1;mestrado;casado;40.000;3
718784358;0;34;M;4;sem educacao formal;solteiro;120.000;6
751450008;0;41;M;1;doutorado;solteiro;50.000;3
719227233;0;27;F;1;na;solteiro;40.000;3
711050058;0;33;F;2;sem educacao formal;casado;50.000;4
779040408;0;56;M;2;ensino medio;casado;120.000;3
714024858;0;36;M;3;ensino medio;casado;70.000;3
789849108;0;35;M;1;mestrado;solteiro;60.000;6
710391258;0;27;M;0;mestrado;casado;50.000;3
718830183;0;46;M;1;ensino medio;solteiro;60.000;5
779696883;0;48;M;2;mestrado;divorciado;60.000;4
719249733;0;54;M;1;na;solteiro;70.000;6
737971833;0;38;M;1;mestrado;casado;60.000;6
772468983;0;36;M;1;doutorado;casado;70.000;3
710990283;0;56;M;1;ensino medio;casado;70.000;4
808750458;0;32;M;1;doutorado;solteiro;60.000;5
719692983;0;36;M;2;doutorado;casado;60.000;3
719125158;0;35;F;2;ensino medio;solteiro;40.000;5
787509408;0;26;M;0;graduacao;solteiro;50.000;6
719206308;0;32;M;1;ensino medio;casado;60.000;4
717141858;0;56;F;2;ensino medio;solteiro;50.000;4
713172408;0;54;M;1;na;casado;70.000;4
720314583;0;54;M;2;na;casado;70.000;4
708347583;0;37;F;4;sem educacao formal;casado;40.000;4
711006783;0;38;F;1;mestrado;solteiro;40.000;3
718274283;0;35;M;3;graduacao;solteiro;60.000;5
803977008;0;39;M;2;na;casado;60.000;6
715216908;0;48;M;4;doutorado;solteiro;70.000;6
779611008;0;29;M;0;mestrado;casado;50.000;4
811467708;0;33;M;2;mestrado;casado;70.000;4
812597508;0;39;F;1;ensino medio;casado;50.000;6
718651083;0;35;F;2;mestrado;solteiro;50.000;4
708577308;0;43;F;1;na;divorciado;40.000;4
813990483;0;27;F;0;ensino medio;casado;40.000;4
816319008;0;52;F;2;mestrado;solteiro;50.000;6
789627258;0;31;M;1;mestrado;solteiro;50.000;5
713346558;0;45;M;4;mestrado;divorciado;60.000;5
708744933;0;35;M;2;ensino medio;casado;60.000;4
708828258;0;55;M;2;graduacao;casado;120.000;5
713511108;0;61;M;1;sem educacao formal;casado;50.000;5
710208633;0;37;F;1;mestrado;casado;40.000;5
824165658;0;38;M;2;na;casado;70.000;4
826513233;0;54;F;3;na;casado;40.000;6
788789658;0;40;M;5;na;na;70.000;6
717837858;0;47;M;5;graduacao;casado;120.000;3
709382958;0;55;F;2;mestrado;casado;50.000;6
716253858;0;37;M;5;doutorado;casado;70.000;2
713725683;0;36;F;0;graduacao;solteiro;40.000;6
710364258;0;53;F;2;sem educacao formal;casado;50.000;4
816033783;0;26;M;0;ensino medio;solteiro;60.000;6
715065483;0;45;F;3;mestrado;divorciado;40.000;4
718751133;0;36;F;2;na;casado;40.000;4
713983308;0;60;M;0;doutorado;casado;60.000;5
718418958;1;30;M;1;doutorado;divorciado;40.000;6
779367858;0;39;M;4;ensino medio;casado;60.000;5
711285633;0;33;F;0;na;solteiro;50.000;6
714974658;0;48;F;4;graduacao;casado;40.000;6
716374308;0;39;M;3;mestrado;casado;60.000;4
713416233;0;38;M;2;mestrado;casado;70.000;5
797643708;0;47;M;1;ensino medio;casado;120.000;3
808292958;0;26;M;0;mestrado;solteiro;40.000;6
719831958;0;49;M;3;graduacao;solteiro;120.000;5
708860358;0;38;M;3;ensino medio;casado;70.000;4
717385983;0;30;M;0;mestrado;casado;40.000;6
719049033;0;53;M;3;ensino medio;casado;120.000;5
717581658;0;49;M;2;na;solteiro;60.000;4
714347508;0;35;M;2;sem educacao formal;solteiro;60.000;4
803833608;0;40;M;3;sem educacao formal;solteiro;50.000;4
712576908;0;30;M;0;ensino medio;casado;60.000;5
778511733;0;42;F;3;graduacao;solteiro;50.000;6
721464783;0;62;F;0;mestrado;casado;40.000;3
821179233;1;50;F;1;doutorado;solteiro;50.000;1
713126733;0;56;M;3;graduacao;casado;120.000;6
719688408;0;45;M;3;mestrado;casado;70.000;6
779811183;0;35;F;3;sem educacao formal;casado;40.000;4
771086208;0;57;F;2;mestrado;casado;40.000;3
715217733;0;33;F;2;ensino medio;solteiro;50.000;5
813752433;1;43;F;3;mestrado;solteiro;40.000;5
711876333;0;53;M;3;mestrado;casado;70.000;5
715256658;0;50;M;2;graduacao;solteiro;60.000;5
711329658;0;30;M;0;ensino medio;casado;120.000;3
710227908;0;37;F;3;mestrado;solteiro;40.000;3
716362008;0;37;M;2;doutorado;casado;50.000;3
714939708;0;45;M;3;mestrado;solteiro;70.000;6
708083283;1;58;M;0;na;solteiro;50.000;3
719431608;0;63;F;0;graduacao;casado;50.000;6
769411758;0;43;M;1;mestrado;solteiro;60.000;4
714248733;0;26;F;0;na;solteiro;50.000;4
804481608;0;37;F;1;na;solteiro;40.000;6
714631833;0;53;M;4;mestrado;casado;60.000;3
769751958;0;55;M;3;na;casado;120.000;3
717999183;0;36;M;3;ensino medio;casado;60.000;6
713075283;0;51;M;3;ensino medio;solteiro;120.000;5
711561108;0;36;M;4;mestrado;solteiro;70.000;6
709854483;0;35;F;1;ensino medio;casado;50.000;5
713630733;0;34;F;2;mestrado;solteiro;40.000;5
717599283;0;57;M;0;doutorado;casado;60.000;3
806407308;1;54;F;3;graduacao;solteiro;50.000;6
712730583;0;29;M;0;sem educacao formal;casado;60.000;5
712142733;0;37;F;3;doutorado;casado;40.000;5
720153258;0;53;F;2;graduacao;solteiro;40.000;6
814086333;0;36;M;3;graduacao;casado;50.000;6
715524708;0;49;M;5;na;solteiro;50.000;4
713307708;0;64;F;0;na;casado;50.000;6
714069858;0;53;M;3;mestrado;casado;60.000;4
712789383;0;52;M;1;mestrado;casado;120.000;6
787983633;0;35;F;3;sem educacao formal;casado;40.000;6
758583708;1;37;F;3;mestrado;solteiro;40.000;2
717130383;0;50;M;0;sem educacao formal;casado;60.000;4
720770883;0;65;F;0;mestrado;solteiro;40.000;5
716797758;0;53;F;2;na;casado;40.000;3
713835258;0;53;M;1;na;casado;120.000;3
720677733;0;40;M;3;mestrado;casado;70.000;6
718587858;0;39;M;4;ensino medio;casado;60.000;3
710263608;0;53;F;3;ensino medio;casado;50.000;4
715055433;0;36;M;3;sem educacao formal;casado;60.000;6
715498308;0;35;F;2;mestrado;casado;50.000;4
708099183;0;37;F;2;ensino medio;solteiro;40.000;4
716452908;0;36;F;1;na;solteiro;40.000;4
789959283;0;39;M;2;graduacao;solteiro;70.000;4
713536158;0;65;M;1;graduacao;casado;40.000;5
716750358;0;45;F;1;na;casado;40.000;4
815299833;0;38;F;2;mestrado;casado;40.000;5
721003008;1;36;F;4;mestrado;casado;40.000;3
779883933;0;40;F;4;mestrado;casado;40.000;3
716612958;0;35;F;2;graduacao;casado;50.000;6
715859058;0;54;M;3;doutorado;casado;120.000;6
772031733;0;40;M;4;mestrado;solteiro;70.000;5
720668358;0;59;M;0;sem educacao formal;solteiro;50.000;3
778708533;1;26;F;0;ensino medio;solteiro;50.000;2
719649408;0;46;M;2;ensino medio;casado;60.000;6
715457658;0;29;F;1;mestrado;casado;50.000;3
711934308;0;38;M;3;mestrado;solteiro;50.000;5
781326483;0;31;M;0;mestrado;divorciado;60.000;6
712557708;0;35;M;1;ensino medio;casado;60.000;5
789187908;0;56;M;2;sem educacao formal;casado;70.000;4
773297508;0;34;M;3;graduacao;casado;70.000;3
716529258;0;42;M;4;doutorado;casado;70.000;5
708242283;0;29;M;1;graduacao;solteiro;60.000;5
789247458;0;32;M;0;mestrado;solteiro;50.000;6
717100833;0;37;F;2;ensino medio;casado;40.000;6
716870583;0;36;F;3;na;casado;40.000;6
719999508;0;37;M;3;na;casado;60.000;3
721236408;0;38;M;2;mestrado;casado;70.000;5
720122808;1;52;M;2;ensino medio;casado;60.000;4
716882658;0;62;F;2;mestrado;casado;40.000;6
713734758;0;35;F;2;mestrado;casado;50.000;4
709085358;0;36;M;1;mestrado;solteiro;60.000;3
715785933;0;54;M;3;graduacao;casado;70.000;4
717159858;0;27;M;1;ensino medio;solteiro;60.000;5
713259858;1;26;M;0;ensino medio;solteiro;50.000;3
787516908;0;56;F;2;mestrado;casado;40.000;4
711145008;0;60;F;1;mestrado;casado;50.000;4
715013733;0;54;M;4;mestrado;casado;60.000;4
717098208;0;48;M;3;na;casado;70.000;5
737982408;0;33;M;1;graduacao;solteiro;70.000;4
713216883;0;64;F;0;na;casado;40.000;4
709361058;0;35;M;2;mestrado;casado;60.000;5
710312658;0;54;F;2;na;casado;40.000;4
773383158;0;29;F;1;graduacao;solteiro;40.000;4
716053083;1;33;M;2;mestrado;casado;120.000;2
717667833;0;34;M;1;mestrado;casado;50.000;6
716998608;0;48;M;3;mestrado;na;60.000;3
772086408;0;38;M;3;ensino medio;solteiro;70.000;4
708597558;0;42;M;3;ensino medio;solteiro;60.000;4
718011783;0;55;M;3;mestrado;casado;50.000;3
714360033;0;62;M;1;ensino medio;casado;50.000;5
811005858;0;33;F;0;na;casado;40.000;4
794485158;0;38;M;2;na;casado;70.000;6
708513183;0;39;M;1;sem educacao formal;casado;50.000;4
719353158;0;56;M;1;graduacao;casado;70.000;5
711436083;0;36;M;1;mestrado;casado;40.000;6
780374133;0;29;M;1;graduacao;solteiro;70.000;5
739117233;0;57;M;3;ensino medio;casado;120.000;3
708486033;0;55;F;3;doutorado;casado;50.000;3
795237183;0;51;F;2;mestrado;casado;50.000;3
788788758;0;57;F;3;graduacao;solteiro;50.000;4
709635858;0;56;F;3;mestrado;casado;40.000;6
789701658;0;26;M;0;graduacao;solteiro;50.000;5
713484483;0;36;F;4;sem educacao formal;solteiro;50.000;3
711954558;0;53;F;3;mestrado;casado;50.000;3
712655583;0;41;M;3;mestrado;casado;50.000;3
779686683;0;26;F;0;doutorado;solteiro;40.000;5
711226758;0;51;F;1;graduacao;divorciado;40.000;3
713241033;0;34;M;0;mestrado;casado;60.000;4
788754108;0;65;F;1;na;solteiro;50.000;4
717013383;0;52;M;2;ensino medio;casado;70.000;4
712634133;0;54;F;2;mestrado;casado;40.000;5
709537683;1;37;M;3;graduacao;casado;70.000;3
778627983;0;40;F;3;mestrado;casado;50.000;3
720241758;0;55;M;0;doutorado;casado;70.000;3
720814233;0;45;M;4;ensino medio;na;70.000;4
785080308;0;37;F;2;ensino medio;casado;40.000;5
713358633;0;30;M;1;mestrado;solteiro;60.000;6
720392433;0;55;F;1;na;casado;40.000;6
720282558;0;36;M;2;mestrado;solteiro;70.000;5
821370858;0;39;M;1;mestrado;casado;50.000;5
799249833;0;34;M;2;mestrado;solteiro;40.000;5
713016633;0;47;M;3;ensino medio;solteiro;60.000;4
814471983;0;42;M;3;ensino medio;divorciado;70.000;6
779612808;0;61;M;1;mestrado;casado;50.000;6
716692683;0;31;M;1;graduacao;solteiro;50.000;4
790145733;1;40;M;3;graduacao;solteiro;70.000;1
716038533;0;42;F;3;mestrado;na;40.000;3
714421233;0;54;F;0;mestrado;casado;40.000;5
709783908;0;52;F;3;na;casado;40.000;6
812788233;0;31;F;0;mestrado;casado;40.000;4
772452783;0;43;M;3;na;casado;50.000;6
714002658;0;49;M;2;na;casado;120.000;5
713464983;0;45;F;2;mestrado;na;50.000;4
713910108;0;38;M;1;mestrado;casado;70.000;3
808169358;0;57;M;2;sem educacao formal;solteiro;50.000;5
714013083;0;63;F;2;mestrado;casado;50.000;4
715381533;0;42;F;4;doutorado;solteiro;40.000;6
717678408;0;61;F;1;doutorado;casado;50.000;4
719143308;0;37;M;2;na;solteiro;50.000;4
711509658;1;61;M;2;mestrado;casado;120.000;3
757481283;0;35;M;3;graduacao;casado;60.000;4
808681158;0;57;M;0;mestrado;casado;70.000;4
718867683;0;64;M;1;na;casado;40.000;4
714618333;0;39;F;2;doutorado;casado;50.000;3
794562783;0;28;F;0;na;solteiro;50.000;5
708208758;0;53;M;1;mestrado;solteiro;70.000;6
794504658;0;39;M;1;na;casado;60.000;6
714772758;0;35;F;3;mestrado;casado;40.000;6
713830233;0;47;F;5;ensino medio;casado;50.000;5
713577483;0;47;M;4;na;casado;70.000;3
814513008;0;38;M;2;mestrado;casado;70.000;5
712765158;0;26;F;1;ensino medio;solteiro;40.000;5
714411108;0;37;F;3;mestrado;solteiro;50.000;4
720231108;0;57;M;2;mestrado;solteiro;40.000;3
709035708;0;38;F;0;na;casado;40.000;4
720662508;0;39;M;1;mestrado;casado;120.000;6
708623283;0;35;M;2;sem educacao formal;solteiro;60.000;6
813247083;0;38;M;2;mestrado;casado;70.000;4
780078333;0;56;M;2;na;casado;60.000;3
811915383;0;36;M;3;sem educacao formal;casado;50.000;6
719818983;1;39;M;1;graduacao;divorciado;70.000;1
716349183;0;58;F;1;sem educacao formal;casado;50.000;5
710067183;0;28;M;1;ensino medio;solteiro;40.000;5
771234558;0;65;F;0;mestrado;solteiro;40.000;6
820288233;0;26;F;0;sem educacao formal;solteiro;40.000;4
717511533;0;28;M;0;mestrado;solteiro;40.000;4
711642108;0;30;F;1;sem educacao formal;casado;50.000;5
712495233;0;31;F;0;sem educacao formal;casado;40.000;5
718484283;0;57;M;3;doutorado;casado;60.000;6
717413658;0;43;M;4;ensino medio;casado;50.000;6
804668658;1;26;F;0;sem educacao formal;solteiro;40.000;3
715934283;0;39;F;2;ensino medio;solteiro;50.000;6
717499083;0;35;M;0;na;solteiro;60.000;3
715279683;0;52;F;2;sem educacao formal;casado;50.000;5
718971333;0;33;M;1;mestrado;solteiro;70.000;5
709219533;0;53;M;3;ensino medio;casado;60.000;3
709150608;0;30;F;0;na;casado;40.000;5
788259558;0;59;M;0;na;casado;40.000;5
802464033;0;65;F;0;mestrado;casado;40.000;6
712757808;0;33;F;2;sem educacao formal;casado;40.000;4
714457083;0;52;F;2;ensino medio;casado;50.000;6
